Date,Price
2025-06-27 10:53:14.005655,5.772856920802393
2025-06-28 10:53:14.005655,37.558538609685456
2025-06-29 10:53:14.005655,19.90990114160166
2025-06-30 10:53:14.005655,76.58037094444236
2025-07-01 10:53:14.005655,84.36131498939122
2025-07-02 10:53:14.005655,63.324481170263915
2025-07-03 10:53:14.005655,24.722118781462378
2025-07-04 10:53:14.005655,42.820567433715354
2025-07-05 10:53:14.005655,36.738728983013516
2025-07-06 10:53:14.005655,46.74644221988948
2025-07-07 10:53:14.005655,37.21855078480591
2025-07-08 10:53:14.005655,31.450693467420287
2025-07-09 10:53:14.005655,17.30301156840185
2025-07-10 10:53:14.005655,73.93312505797131
2025-07-11 10:53:14.005655,38.56126866394176
2025-07-12 10:53:14.005655,17.59061915996344
2025-07-13 10:53:14.005655,29.327591920801645
2025-07-14 10:53:14.005655,44.76109306315881
2025-07-15 10:53:14.005655,92.64620839976638
2025-07-16 10:53:14.005655,73.81049932668503
2025-07-17 10:53:14.005655,10.277303602505771
2025-07-18 10:53:14.005655,87.87325302525662
2025-07-19 10:53:14.005655,40.1584685187739
2025-07-20 10:53:14.005655,37.09450278391893
2025-07-21 10:53:14.005655,79.86816865755205
2025-07-22 10:53:14.005655,53.820364583579575
2025-07-23 10:53:14.005655,93.56963643102628
2025-07-24 10:53:14.005655,13.557722884239409
2025-07-25 10:53:14.005655,65.41141948848542
2025-07-26 10:53:14.005655,89.72299198374387
