Date,Price
2025-03-19 10:53:14.005655,32.85078760865097
2025-03-20 10:53:14.005655,8.633319906505033
2025-03-21 10:53:14.005655,56.644716432420864
2025-03-22 10:53:14.005655,80.4787971066797
2025-03-23 10:53:14.005655,81.83295755682494
2025-03-24 10:53:14.005655,71.11659251577233
2025-03-25 10:53:14.005655,92.35421776201753
2025-03-26 10:53:14.005655,60.59158711556222
2025-03-27 10:53:14.005655,6.322333731084962
2025-03-28 10:53:14.005655,86.23509474671016
2025-03-29 10:53:14.005655,50.36742436743067
2025-03-30 10:53:14.005655,78.35139976818596
2025-03-31 10:53:14.005655,19.638133328055286
2025-04-01 10:53:14.005655,53.518497838731335
2025-04-02 10:53:14.005655,12.957826466426358
2025-04-03 10:53:14.005655,34.50699210346462
2025-04-04 10:53:14.005655,91.34671101164264
2025-04-05 10:53:14.005655,62.04729793274917
2025-04-06 10:53:14.005655,23.183686814267467
2025-04-07 10:53:14.005655,98.93537129771003
2025-04-08 10:53:14.005655,81.74344749486441
2025-04-09 10:53:14.005655,57.04597785683485
2025-04-10 10:53:14.005655,91.5464888704212
2025-04-11 10:53:14.005655,49.46176468441733
2025-04-12 10:53:14.005655,68.76352383636211
2025-04-13 10:53:14.005655,6.958571957531201
2025-04-14 10:53:14.005655,14.129940608593438
2025-04-15 10:53:14.005655,48.21727602256145
2025-04-16 10:53:14.005655,64.06632625211235
2025-04-17 10:53:14.005655,11.060830430923673
2025-04-18 10:53:14.005655,41.8471339481301
2025-04-19 10:53:14.005655,46.87252718619055
2025-04-20 10:53:14.005655,68.13971543571058
2025-04-21 10:53:14.005655,10.260432833296719
2025-04-22 10:53:14.005655,56.532757912433475
2025-04-23 10:53:14.005655,21.1674756654053
2025-04-24 10:53:14.005655,82.25575416346527
2025-04-25 10:53:14.005655,39.113070262136304
2025-04-26 10:53:14.005655,46.148671360410006
2025-04-27 10:53:14.005655,68.2977942263753
2025-04-28 10:53:14.005655,32.013098380291396
2025-04-29 10:53:14.005655,95.38023989191787
2025-04-30 10:53:14.005655,58.09040118372695
2025-05-01 10:53:14.005655,67.12076525533922
2025-05-02 10:53:14.005655,72.99716864276489
2025-05-03 10:53:14.005655,85.71723076546168
2025-05-04 10:53:14.005655,38.871892818461376
2025-05-05 10:53:14.005655,32.84290319830519
2025-05-06 10:53:14.005655,67.6556724588894
2025-05-07 10:53:14.005655,96.58641078276288
2025-05-08 10:53:14.005655,66.06845659108693
2025-05-09 10:53:14.005655,32.92040030044229
2025-05-10 10:53:14.005655,97.8317016858389
2025-05-11 10:53:14.005655,62.06884871104964
2025-05-12 10:53:14.005655,37.731867632388784
2025-05-13 10:53:14.005655,98.7322777627834
2025-05-14 10:53:14.005655,9.16198314134402
2025-05-15 10:53:14.005655,56.19715236035567
2025-05-16 10:53:14.005655,24.368634553045286
2025-05-17 10:53:14.005655,61.135880905401486
2025-05-18 10:53:14.005655,15.122503995858349
2025-05-19 10:53:14.005655,95.44142966544744
2025-05-20 10:53:14.005655,27.059210523841713
2025-05-21 10:53:14.005655,63.229270409861535
2025-05-22 10:53:14.005655,10.948772447872358
2025-05-23 10:53:14.005655,10.785773860940473
2025-05-24 10:53:14.005655,71.07920645853342
2025-05-25 10:53:14.005655,99.52956091312805
2025-05-26 10:53:14.005655,92.93556239356889
2025-05-27 10:53:14.005655,31.49408490126784
2025-05-28 10:53:14.005655,69.4491162366447
2025-05-29 10:53:14.005655,87.62031721414981
2025-05-30 10:53:14.005655,89.05223895527244
2025-05-31 10:53:14.005655,10.098016482602123
2025-06-01 10:53:14.005655,18.023499918823738
2025-06-02 10:53:14.005655,78.49844311085316
2025-06-03 10:53:14.005655,11.879213944399536
2025-06-04 10:53:14.005655,44.823991069603885
2025-06-05 10:53:14.005655,39.181815582822985
2025-06-06 10:53:14.005655,36.802754785752825
2025-06-07 10:53:14.005655,7.346525606568788
2025-06-08 10:53:14.005655,89.7352971250672
2025-06-09 10:53:14.005655,60.33887798159922
2025-06-10 10:53:14.005655,71.33976579347389
2025-06-11 10:53:14.005655,14.312887363334726
2025-06-12 10:53:14.005655,69.27593512255524
2025-06-13 10:53:14.005655,7.388791742710943
2025-06-14 10:53:14.005655,3.554615524882976
2025-06-15 10:53:14.005655,35.67181560622266
2025-06-16 10:53:14.005655,35.05991855667317
2025-06-17 10:53:14.005655,47.202528717604
2025-06-18 10:53:14.005655,74.155360579759
2025-06-19 10:53:14.005655,71.52493684841954
2025-06-20 10:53:14.005655,38.621869406677064
2025-06-21 10:53:14.005655,55.31655201312713
2025-06-22 10:53:14.005655,86.08971074644455
2025-06-23 10:53:14.005655,75.55541987427864
2025-06-24 10:53:14.005655,65.09343748949853
2025-06-25 10:53:14.005655,86.73502473854465
2025-06-26 10:53:14.005655,41.02583321313374
