Date,Price
2025-06-27 10:53:14.005655,16.929831975900612
2025-06-28 10:53:14.005655,93.2687868184696
2025-06-29 10:53:14.005655,18.98032371178997
2025-06-30 10:53:14.005655,52.510446562819205
2025-07-01 10:53:14.005655,46.153100287622514
2025-07-02 10:53:14.005655,47.11294876819685
2025-07-03 10:53:14.005655,46.64137744360281
2025-07-04 10:53:14.005655,0.13899346203726237
2025-07-05 10:53:14.005655,29.361805273488983
2025-07-06 10:53:14.005655,69.86885963183525
2025-07-07 10:53:14.005655,72.99239048543447
2025-07-08 10:53:14.005655,68.63374396085575
2025-07-09 10:53:14.005655,32.7762261383421
2025-07-10 10:53:14.005655,26.45942481489614
2025-07-11 10:53:14.005655,40.79010245928131
2025-07-12 10:53:14.005655,81.92771476412769
2025-07-13 10:53:14.005655,75.22251483349517
2025-07-14 10:53:14.005655,87.1965067439584
2025-07-15 10:53:14.005655,99.38197605875585
2025-07-16 10:53:14.005655,2.001822878078463
2025-07-17 10:53:14.005655,85.8518300207687
2025-07-18 10:53:14.005655,32.055774308776705
2025-07-19 10:53:14.005655,71.93749702523827
2025-07-20 10:53:14.005655,46.956136630189505
2025-07-21 10:53:14.005655,89.52135840776576
2025-07-22 10:53:14.005655,10.490216919259632
2025-07-23 10:53:14.005655,75.84100253054565
2025-07-24 10:53:14.005655,66.93503413355549
2025-07-25 10:53:14.005655,85.58788094767384
2025-07-26 10:53:14.005655,62.70562247710734
