Date,Price
2025-06-27 10:53:14.005655,57.75567581885458
2025-06-28 10:53:14.005655,47.43922783679746
2025-06-29 10:53:14.005655,64.03570688990835
2025-06-30 10:53:14.005655,73.10469292550557
2025-07-01 10:53:14.005655,44.48524884334862
2025-07-02 10:53:14.005655,5.432679238755123
2025-07-03 10:53:14.005655,53.35235952123982
2025-07-04 10:53:14.005655,43.80086160530785
2025-07-05 10:53:14.005655,1.926607992441809
2025-07-06 10:53:14.005655,67.88109140513295
2025-07-07 10:53:14.005655,4.569506106764298
2025-07-08 10:53:14.005655,17.795872902889066
2025-07-09 10:53:14.005655,36.721702032995616
2025-07-10 10:53:14.005655,54.23303472706695
2025-07-11 10:53:14.005655,85.14427885730522
2025-07-12 10:53:14.005655,53.06507317318986
2025-07-13 10:53:14.005655,71.50180800066008
2025-07-14 10:53:14.005655,99.49563366521161
2025-07-15 10:53:14.005655,45.19032628543501
2025-07-16 10:53:14.005655,26.27351596605816
2025-07-17 10:53:14.005655,53.054246467901365
2025-07-18 10:53:14.005655,91.00082304237071
2025-07-19 10:53:14.005655,90.77072063798757
2025-07-20 10:53:14.005655,15.4042135717104
2025-07-21 10:53:14.005655,83.45440658018268
2025-07-22 10:53:14.005655,48.61010637817809
2025-07-23 10:53:14.005655,69.34642193138625
2025-07-24 10:53:14.005655,54.019853848180865
2025-07-25 10:53:14.005655,49.29005897576597
2025-07-26 10:53:14.005655,12.339544107539025
